RAW_WORD,NORMALIZED_WORD,MEANING_INDONESIAN,WORD_TYPE,IS_KRAMA
klilipen,KLILIPEN,mata kemasukan benda/kotoran mengakibatkan sakit/pedas,,
klincutan,KLINCUTAN,malu-malu kucing,,
klingihan,KLINGIHAN,malu setelah melakukan sesuatu yang tidak pantas,,
klisikan,KLISIKAN,tidak bisa tidur karena gelisah,,
klompen,KLOMPEN,bakiak /terompah,,
kloyongan,KLOYONGAN,pergi tak tentu arah,,
klumah,KLUMAH,jatuh terlentang,,
kluruk,KLURUK,berkokok,,
kluthuk,KLUTHUK,salah satu jenis buah jambu,,
kluwih,KLUWIH,nangka sayur,,
klèsètan,KLESETAN,tiduran bermalas-malasan,,
klébat,KLEBAT,sekilas,,
klékaran,KLEKARAN,tiduran,,
kléndran,KLENDRAN,lengah,,
kléyang,KLEYANG,melayang-layang,,
kobong,KOBONG,terbakar,,
kodok,KODOK,katak,,
kombor,KOMBOR,terlalu besar (untuk pakaian),,
konangan,KONANGAN,ketahuan,,
koncatan,KONCATAN,"kehilangan (sesuatu yang bersifat abstrak). Misalkan ""koncatan"" wahyu. Atau ""koncatan"" nyawa. Kalau untuk 'kehilangan' sesuatu benda biasa (yang dapat dilihat dengan indera penglihatan), yang digunakan adalah ""kelangan"".",,
kondhang,KONDHANG,terkenal/termashur/ternama,,
koplok,KOPLOK,pukul,,
kopong,KOPONG,"tidak ada isinya, kosong",,
kopros,KOPROS,jorok,,
kora-kora,KORA-KORA,"mencuci piring, gelas, atau alat kotor untuk makan lain.",Kata Kerja,
korting,KORTING,diskon,,
kosok,KOSOK,menggosok,Kata Kerja,
kosok balen,KOSOK BALEN,antonim,,
kosokan,KOSOKAN,gosokan,Kata Benda,
kotang,KOTANG,BH,Kata Benda,
kothak,KOTHAK,kotak,Kata Benda,
kowé,KOWE,Anda / kamu / engkau (lebih kasar),,
krakal,KRAKAL,batu kecil yang lebih besar dari krikil,Kata Benda,
krama,KRAMA,"bahasa jawa halus, kawin",,
kramas,KRAMAS,keramas,Kata Kerja,
kramat,KRAMAT,keramat,,
krambil,KRAMBIL,kelapa,Kata Benda,
kranggèhan,KRANGGEHAN,"berusaha menggapai sesuatu di tempat yang tinggi, orang yang berusaha menyelamatkan diri dari tenggelam",Kata Kerja,
krikil,KRIKIL,kerikil,Kata Benda,
kroco,KROCO,prajurit rendahan,Kata Benda,
kroncalan,KRONCALAN,blingsatan,,
kroto,KROTO,anak sejenis semut merah untuk makanan burung,Kata Benda,
kruntelan,KRUNTELAN,jatuh atau tidur pada posisi lutut merapat ke dada,,
kudu,KUDU,harus,,
kudung,KUDUNG,kerudung; tudung,Kata Benda,
kulu,KULU,tetelan,Kata Benda,
kumat,KUMAT,kambuh,,
kumu,KUMU,kumur,,
kuna,KUNA,kuno,,
kuncara,KUNCARA,terkenal,,
kura,KURA,kura-kura,Kata Benda,
kutha,KUTHA,kota,Kata Benda,
kuthang,KUTHANG,kutang; BH,Kata Benda,
kuwat,KUWAT,kuat,,
kuwi,KUWI,itu,,
kèpèt,KEPET,kotoran di mata ketika bangun tidur (lihat lodhok),,
kéntér,KENTER,hanyut,,
labuh,LABUH,berlabuh,,
ladak,LADAK,nakal,,
ladrang,LADRANG,istilah dalam seni karawitan,,
ladéng,LADENG,pisau,,
laki,LAKI,Hubungan suami istri,,
laku,LAKU,perjalanan hidup/cobaan yang harus dilalui,,
lalèn,LALEN,pelupa/gampang lupa,,
laler,LALER,lalat,,
lali,LALI,Lupa,,
lali,LALI,lupa,,
lamat,LAMAT,"isyarat, tidak terlalu jelas, sayup-sayup",,
lambaran,LAMBARAN,dasar/alas,,
lambé,LAMBE,bibir,,
lambéyan,LAMBEYAN,melenggang,,
lamur,LAMUR,kabur [pandangan,,
lanang,LANANG,Laki-Laki,,
lanang,LANANG,laki-laki,,
landep,LANDEP,tajam,,
landhep,LANDHEP,tajam,,
landhesan,LANDHESAN,"alas untuk memotong atau mengiris, ganjal",,
langka,LANGKA,jarang,,
lapangan,LAPANGAN,tanah lapangan/lapangan sepak bola,,
lara,LARA,sakit,,
larah/larahan,LARAH/LARAHAN,sampah,,
larah/larahe,LARAH/LARAHE,penyebabnya,,
larang,LARANG,mahal,,
larik,LARIK,baris,,
larung,LARUNG,hanyut,,
latar,LATAR,halaman,,
lawa,LAWA,kelelawar,,
lawang,LAWANG,pintu,,
lebet,LEBET,dalam,,
ledhok,LEDHOK,lebih rendah dari sekelilingnya,,
legi,LEGI,manis,,
legok,LEGOK,berlekuk,,
lelakon,LELAKON,cerita hidup,,
lelayu,LELAYU,berita kematian,,
lemah,LEMAH,tanah,,
lembah,LEMBAH,sopan,,
lemes,LEMES,lemas,,
lemit,LEMIT,rumit,,
lempeng,LEMPENG,Lurus,,
lempung,LEMPUNG,tanah liat,,
lemu,LEMU,gemuk,,
lemut,LEMUT,nyamuk,,
lenga,LENGA,minyak,,
lengen,LENGEN,lengan,,
lenggah,LENGGAH,duduk,,Krama
lesung,LESUNG,alat penumbuk padi dari kayu berbentuk seperti sampan,,
lethek,LETHEK,ampas cairan (misal pada minyak goreng atau kopi),,
lèsehan,LESEHAN,lesehan,,
lésus,LESUS,angin lesus,,
liman,LIMAN,gajah,,Krama
limit,LIMIT,licin,,
limpung,LIMPUNG,ubi goring,,
lindu,LINDU,gempa bumi,,
linggih,LINGGIH,duduk,,
lingsa,LINGSA,telur kutu kepala orang,,
lintang,LINTANG,bintang,,
lintu,LINTU,tukar,,
lirih,LIRIH,pelan,,
lisah,LISAH,minyak,,Krama
liya,LIYA,lain,,
liyane,LIYANE,yang lain,,
lobok,LOBOK,kebesaran/kegedean,,
lobot/klobot,LOBOT/KLOBOT,kulit jagung,,
lodhok,LODHOK,"tidak pas/kendor, ketek (kotoran mata)",,
lodhong,LODHONG,toples,,
loji,LOJI,rumah besar bertingkat,,
loloh,LOLOH,suap,,
loma,LOMA,Suka memberi,,
loma,LOMA,murah hati/dermawan,,
lombok,LOMBOK,cabe/lombok,,
londo,LONDO,"Belanda, orang Belanda, bule",Kata Benda,
lonyot,LONYOT,direbus terlalu masak,Kata Sifat,
lor,LOR,utara,Kata Keadaan,
loro,LORO,dua,Kata Sifat,
lowèr,LOWER,terlalu longgar (untuk lubang),Kata Sifat,
loyo,LOYO,lemah,Kata Sifat,
luber,LUBER,meluber,Kata Sifat,
ludhes,LUDHES,habis tak tersisa,Kata Sifat,
lugu,LUGU,"lucu, polos",Kata Sifat,
luh,LUH,Air Mata,Kata Benda,
lumah,LUMAH,terlentang,,
lumantar,LUMANTAR,melalui sesuatu,,
lumer,LUMER,"halus, lembut seperti lumpur",Kata Sifat,
lumet,LUMET,"halus, lembut seperti lumpur",Kata Sifat,
lumèr,LUMER,mencair,Kata Sifat,
lumrah,LUMRAH,"umum, wajar, biasa",Kata Sifat,
lumuh,LUMUH,malas,Kata Sifat,
lunga,LUNGA,pergi,Kata Kerja,
lungguh,LUNGGUH,duduk,Kata Kerja,
lungkrah,LUNGKRAH,"capek, lelah, payah",Kata Sifat,
lungset,LUNGSET,"tidak rapi, berkerut (tentang pakaian)",Kata Sifat,
lunyu,LUNYU,licin,Kata Sifat,
lurik,LURIK,"bergaris, corak kain",Kata Sifat,
luruh,LURUH,"jatuh, rontok",Kata Sifat,
lusuh,LUSUH,tidak rapi,Kata Sifat,
lutung,LUTUNG,sejenis kera,Kata Benda,
luwe,LUWE,lapar,,
keluwen,KELUWEN,kelaparan,Kata Sifat,
luwih,LUWIH,lebih,,
lèmbèng,LEMBENG,genit,Kata Sifat,
léndhéyan,LENDHEYAN,sandaran,,
mabur,MABUR,terbang,,
macak,MACAK,berbenah; merias,,
madheb,MADHEB,menghadab / menatap,,
madya,MADYA,tengah,,Krama
magèl,MAGEL,kenyal,,
majinggo,MAJINGGO,warna merah muda / magenta,,
malangkerik,MALANGKERIK,berkacak pinggang,,
maléh,MALEH,berubah; lagi,,
mamah,MAMAH,mengunyah,,
mas,MAS,saudara laki-laki yang lebih tua,,
manah,MANAH,hati / perasaan,,
madhang,MADHANG,makan,Kata Kerja,
mandhap,MANDHAP,turun,,Krama
mandheg,MANDHEG,berhenti,Kata Sifat,
mangan,MANGAN,makan,Kata Kerja,
mangap,MANGAP,mulut terbuka,Kata Sifat,
mangap,MANGAP,membuka mulut,Kata Kerja,
mangkrak,MANGKRAK,terbengkalai,Kata Sifat,
mantep,MANTEP,mantap,,
mantun,MANTUN,sembuh; (k) sudah,,
manuk,MANUK,burung,,
marai,MARAI,mengajarkan/ memberi tahu; berakibat,,
maras,MARAS,paru (untuk unggas),,
mari,MARI,sembuh; sudah; selesai,,
margo,MARGO,jalan,,Krama
marunan,MARUNAN,ngambek-ngambekan,,
maruto,MARUTO,angin,,Krama
matur,MATUR,minta,Kata Kerja,
mbah,MBAH,kakek/nenek,,
mbah kakung,MBAH KAKUNG,kakek,,
mbah putri,MBAH PUTRI,nenek,,
mboh,MBOH,entah,,
mbok,MBOK,ibu,Kata Benda,Krama
medal,MEDAL,pergi (ke luar),,Krama
medheni,MEDHENI,menakutkan,Kata Sifat,
medhit,MEDHIT,pelit,Kata Sifat,
mekrok,MEKROK,mekar,,
melar,MELAR,membesar atau melebar,,
melas,MELAS,kasihan; [[memelas,,
meneng,MENENG,diam,,
mèlih,MELIH,lagi,,
mèlu,MELU,ikut,,
mènclok,MENCLOK,hinggap,,
mindhak-mindhik,MINDHAK-MINDHIK,mengendap-endap,,
minger,MINGER,berpaling,,
mingkem,MINGKEM,menutup dua buah bibir,,
mingsek-mingsek,MINGSEK-MINGSEK,tersedu-sedu,,
mingset,MINGSET,bergeser/ susut,,
minulyo,MINULYO,sejahtera,,
miris,MIRIS,takut,,
misuwur,MISUWUR,tenar/ terkenal,,
mlajar,MLAJAR,(k) lari,,
mlaku,MLAKU,berjalan; [[mlaku-mlaku,,
mlampah,MLAMPAH,berjalan; [[mlampah-mlampah,,Krama
mlangkring,MLANGKRING,bertengger,,
mlayu,MLAYU,lari; [[mlayu sipat kuping,,
mlebet,MLEBET,masuk,,Krama
mlebu,MLEBU,masuk,,
mleruk,MLERUK,cemberut,,
mlesat,MLESAT,meluncur dengan sangat cepat,,
mleset,MLESET,hiperaktif,Kata Sifat,
mlèrok,MLEROK,mengalihkan pandangan/ melirik,,
mlèsèt,MLESET,tidak tepat sasaran / melenceng,,
mlémbang,MLEMBANG,berpindah dari saru pohon ke pohon yang lain tanpa turun dari pohon,,
mléngak,MLENGAK,lengah/ menengok,,
mléngos,MLENGOS,membuang muka/ memalingkan wajah,,
mléngsé,MLENGSE,berubah posisi/ tergelincir,,
mligi,MLIGI,"melulu, khusus",,
mlinjo,MLINJO,bahan baku emping; melinjo,,
mlintir,MLINTIR,memelintir,,
mlipir,MLIPIR,lewat pinggir,,
mlirik,MLIRIK,melirik,,
mliwis,MLIWIS,salah satu jenis burung,,
mlongo,MLONGO,"melongo, bengong",,
mlorok,MLOROK,tidak berkedip,,
mlorot,MLOROT,turun,,
mlumah,MLUMAH,terlentang,,
mlumpat,MLUMPAT,melompat,,
mlunthu,MLUNTHU,bulatan kecil,,
mrambat,MRAMBAT,bergerak dengan pelan (hewan melata); merambat (tanaman),,
mrantak/mratak,MRANTAK/MRATAK,merata,,
mrèmbèt,MREMBET,menjalar,,
mréné,MRENE,kemari; ke sini,,
mriki,MRIKI,kemari; ke sini,,Krama
mriku,MRIKU,di situ,,Krama
mringis,MRINGIS,meringis,,
mripat,MRIPAT,mata,,
mriko,MRIKO,di sana,,Krama
mriku,MRIKU,di sana,,Krama
mrônô,MRÔNÔ,ke sana,,
mrutu,MRUTU,serangga kecil yang beterbangan saat senja,,
mruntus,MRUNTUS,berkeringat banyak / peluh bercucuran,,
moh,MOH,tidak mau; ogah,,
molèt,MOLET,menggeliat,,
monggo,MONGGO,silahkan,,
morong,MORONG,teko,Kata Benda,
mpun,MPUN,sudah,,Krama
mulat,MULAT,melihat,,
muléh,MULEH,pulang,,
mulur,MULUR,bertambahnya panjang,,
munggah,MUNGGAH,naik,Kata Kerja,
muntap,MUNTAP,marah,,
murup,MURUP,menyala,Kata Sifat,
murus,MURUS,"mencret, diare",,
mustaka,MUSTAKA,kepala,,
nadyan,NADYAN,"sanajan, meskipun",Kata Sifat,Krama
nalar,NALAR,akal,Kata Benda,
nalendro,NALENDRO,raja / seorang pembesar,Kata Sifat,Krama
nalika,NALIKA,ketika,,
nandhang,NANDHANG,menderita / dilanda,Kata Sifat,Krama
nandur,NANDUR,menanam,Kata Kerja,
nanging,NANGING,tetapi,Kata Sambung,
napuk,NAPUK,"memukul mulut dengan telapak tangan, menampar",Kata Kerja,
nata,NATA,"menata, merapikan",Kata Kerja,
naté,NATE,pernah,Kata Sifat,Krama
nawak'aken,NAWAK'AKEN,menawarkan,,Krama
nawakno,NAWAKNO,menawarkan,,
nawani,NAWANI,menawari,Kata Kerja,
ndhèngèr,NDHENGER,tau / ngerti,,
ndhiko,NDHIKO,anda / kamu,,Krama
ndhoro,NDHORO,tuan,,Krama
ndungkap,NDUNGKAP,hampir tercapai,,
nedha,NEDHA,makan,Kata Kerja,Krama
nedhi,NEDHI,minta / meminta,Kata Kerja,Krama
nelangsa,NELANGSA,sedih,Kata Sifat,
nemu,NEMU,menemukan,Kata Kerja,
nendro,NENDRO,tidur,Kata Sifat,Krama
nèk ngono,NEK NGONO,kalau begitu / berarti,,
nétra,NETRA,mata,Kata Benda,
niki,NIKI,ini,,Krama
niku,NIKU,itu,,Krama
ning,NING,panggilan untuk kakak perempuan,,
ninggal'aken,NINGGAL'AKEN,meninggalkan,,Krama
ninggali,NINGGALI,meninggalkan,Kata Kerja,
nodhi,NODHI,mencoba,Kata Sifat,Krama
nolo,NOLO,pikiran,Kata Benda,
nopo,NOPO,apa,Kata Sifat,Krama
noto,NOTO,raja,Kata Sifat,Krama
nowo,NOWO,sembilan,Kata Sifat,Krama
nuku,NUKU,(telah) membeli,Kata Kerja,
nurut,NURUT,nurut; penurut,Kata Sifat,
ngaboti,NGABOTI,memberatkan,Kata Kerja,
ngajeng,NGAJENG,depan,Kata Keadaan,Krama
ngakon,NGAKON,menyuruh,Kata Kerja,
ngakoni,NGAKONI,mengakui,Kata Kerja,
ngakoso,NGAKOSO,angkasa/langit,Kata Benda,Krama
ngamuk,NGAMUK,marah,Kata Kerja,
ngantem,NGANTEM,"menghantam, melempar",Kata Kerja,
ngaos,NGAOS,mengaji,Kata Kerja,
ngapunten,NGAPUNTEN,mohon maaf,Kata Kerja,Krama
ngapura,NGAPURA,memaafkan,Kata Kerja,
ngapusi,NGAPUSI,"membohongi, bohong",Kata Kerja,
ngarep,NGAREP,depan,Kata Keadaan,
ngarsa,NGARSA,depan,Kata Keadaan,Krama
ngasah,NGASAH,mengasah; menghitung porsi,Kata Kerja,
ngasak,NGASAK,"membawa barang dari tempat yang tidak jelas,",Kata Kerja,
ngaso,NGASO,istirahat,Kata Kerja,
ngasta,NGASTA,membawa,Kata Kerja,Krama
ngemat,NGEMAT,membaca mantra/berdoa,Kata Kerja,
ngemit,NGEMIT,berjaga/menjaga sesuatu,,
ngemut,NGEMUT,menghisaap,Kata Kerja,
ngentup,NGENTUP,menyengat,Kata Kerja,
ngemik'i,NGEMIK'I,menyusui,Kata Kerja,
ngewohi,NGEWOHI,merecoki,,
ngintik,NGINTIK,mengintip,Kata Kerja,
nglakoni,NGLAKONI,"menjalani, melakukan",Kata Kerja,
nglamak,NGLAMAK,"tidak sopan, tidak hormat, melonjak",Kata Sifat,
nglambrang,NGLAMBRANG,"tidak jelas, tidak fokus",,
nglanggati,NGLANGGATI,melayani,,
nglangsemi,NGLANGSEMI,payudara yang terasa sakit karena penuh dengan air susu,,
nglantur,NGLANTUR,"melantur, meracau",Kata Kerja,
nglarani,NGLARANI,menyakiti,Kata Kerja,
nglimpé,NGLIMPE,mencari kelengahan seseorang,,
nglindur,NGLINDUR,mengigau waktu tidur,Kata Kerja,
nglintek,NGLINTEK,tidur sangat nyenyak,,
ngrebyong,NGREBYONG,rindang,Kata Sifat,
ngobati,NGOBATI,mengobati,Kata Kerja,
ngobong,NGOBONG,membakar,Kata Kerja,
ngorok,NGOROK,mengorok,Kata Kerja,
ngowahi,NGOWAHI,merubah,Kata Kerja,
ngowéh,NGOWEH,melongo,Kata Kerja,
ngowoh,NGOWOH,melongo,Kata Kerja,
ngudhari,NGUDHARI,mengurai/melepas,Kata Kerja,
ngudhi,NGUDHI,mencari,Kata Kerja,
ngulu,NGULU,menelan,Kata Kerja,
ngunjali,NGUNJALI,melangsir,,
ngunjuk,NGUNJUK,minum,Kata Kerja,
nyagak'i,NYAGAK'I,memberi tiang,,
nyambat,NYAMBAT,minta bantuan,,
nyambel,NYAMBEL,membuat sambel,,
nyambut,NYAMBUT,meminjam,,
nyandhak,NYANDHAK,memegang; mengerjakan (sesuatu),,
nyandhang,NYANDHANG,memakai pakaian,,
nyandhing,NYANDHING,bersama,,
nyandhung,NYANDHUNG,tersandung,,
nyang,NYANG,"tawar, nego",,
nyang-nyangan,NYANG-NYANGAN,"tawar-menawar, negosiasi",,
nyangking,NYANGKING,menenteng,,
nyangklak,NYANGKLAK,menyakitkan hati,,
nyangkruk,NYANGKRUK,berkumpul bersama di tempat ronda,,
nyaplok,NYAPLOK,menelan,,
nyawang,NYAWANG,melihat,,
nyemak,NYEMAK,"menyimak, mengikuti, mencermati",,
nyeleneh,NYELENEH,"sesuatu yang tidak biasa, absurd",,
nyelehke,NYELEHKE,meletakan sesuatu yang bukan milik sendiri,,
nyilah,NYILAH,meminjam,,
nyilahi,NYILAHI,meminjamkan,,
nyilahno,NYILAHNO,dipinjamkan,,
nyoba,NYOBA,mencoba,,
nyogok,NYOGOK,mengunci,,
nyoh,NYOH,kata/partikel yang sepadan dengan 'nih' ketika memberikan sesuatu,,
nyolong,NYOLONG,"mencuri (nyolongo) curilah (nyawiji,seperti,langit)",,
nyomot,NYOMOT,mengambil,,
nyonggo,NYONGGO,membawa sesuatu dengan kedua telapak tangan,,
nyrawung,NYRAWUNG,berkumpul,,
nyuguhi,NYUGUHI,"menjamu, menyuguhkan",,
nyulohi,NYULOHI,menerangi,,
nyukani,NYUKANI,memberi,,Krama
nyunggi,NYUNGGI,menaruh sesuatu di kepala,,
obah,OBAH,bergerak,Kata Kerja,
obok-obok,OBOK-OBOK,aduk-aduk menggunakan tangan (biasanya ke air,Kata Kerja,
obong,OBONG,bakar,Kata Kerja,
obrak,OBRAK,usir,,
oceh,OCEH,cakap,Kata Kerja,
ogak,OGAK,goyang (untuk gigi,Kata Sifat,
okèh,OKEH,banyak (lihat [[akèh,,
olo,OLO,buruk,Kata Sifat,
olah-olah,OLAH-OLAH,masak,,
olah,OLAH,"gerak, berbuat",,
olèh,OLEH,boleh,,
omah,OMAH,rumah,,
ombe,OMBE,minum,Kata Kerja,
omben-omben,OMBEN-OMBEN,minuman,Kata Benda,
omber,OMBER,luas,Kata Sifat,
ombyok,OMBYOK,"ikatan besar (untuk sayuran, buah- buahan, dsb.",Kata Bilangan,
omong,OMONG,"cakap, bicara",Kata Kerja,
ompol,OMPOL,air kencing yang dikeluarkan dalam tidur,Kata Benda,
oncor,ONCOR,obor,,
onjokolo,ONJOKOLO,petang,,Krama
ondhé-ondhé,ONDHE-ONDHE,sejenis jajan tradisional yang bagian luarnya ditaburi wijen,,
ontong,ONTONG,bunga pisang,,
ontran-ontran,ONTRAN-ONTRAN,tragedi,,
opak,OPAK,kerupuk dari umbi-umbian,Kata Benda,
ora,ORA,tidak,Kata Keadaan,
orak-arik,ORAK-ARIK,masakan dari telur,Kata Benda,
orat-arit,ORAT-ARIT,berantakan,Kata Kerja,
osik,OSIK,gerak,Kata Benda,
owah,OWAH,berubah,Kata Kerja,
owah,OWAH,gila,Kata Sifat,
oyak,OYAK,kejar / buru,,
oyok,OYOK,rebut,Kata Kerja,
oyot,OYOT,akar,Kata Benda,
olěh opo,OLĚH OPO,dapat apa,,
opo olěh,OPO OLĚH,apa dapat,,
padang,PADANG,terang,Kata Sifat,
padu,PADU,bertengkar,Kata Kerja,
paido,PAIDO,"hina, cerca",,
dipaido,DIPAIDO,"dihina, dicerca",Kata Kerja,
maido,MAIDO,"menghina, mencerca",Kata Kerja,
paidon,PAIDON,"hinaan, cercaan",Kata Benda,
pait,PAIT,pahit,Kata Sifat,
pajeng,PAJENG,laku,Kata Kerja,Krama
panjenengan,PANJENENGAN,Anda / kamu / engkau (lebih sopan),,
pakan,PAKAN,makanan hewan ternak,Kata Benda,
pamor,PAMOR,kewibawaan,Kata Benda,
pamor,PAMOR,wibawa,Kata Sifat,
pancagati,PANCAGATI,lima bersaudara yang semuanya perempuan,Kata Benda,
pancer,PANCER,tengah,,Krama
pandhan,PANDHAN,pandan,Kata Benda,
pandhawa,PANDHAWA,lima bersaudara yang semuanya laki-laki,Kata Benda,
pandhum,PANDHUM,bagian,,
pange,PANGE,"dahannya, rantingnya",,
pangkur,PANGKUR,salah satu Tembang Macapat,,
panti,PANTI,tempat,Kata Benda,
papat,PAPAT,empat,Kata Benda,
pasa,PASA,"puasa, Ramadhan, bulan kesembilan kalender Jawa.",,
pathi,PATHI,sari,Kata Benda,
pathok,PATHOK,kayu atau beton yang di tanam sebagai penanda,Kata Benda,
pati,PATI,kematian,Kata Benda,
patih,PATIH,wakil raja,Kata Benda,
patrap,PATRAP,sikap,Kata Benda,
paraga,PARAGA,"pemeran, tokoh, karakter",Kata Benda,
pari,PARI,padi,Kata Benda,
paro,PARO,"paruh, separuh",Kata Sifat,
diparoh,DIPAROH,dibagi,Kata Kerja,
payu,PAYU,laku,Kata Sifat,
pedhang,PEDHANG,pedang,Kata Benda,
pedhet,PEDHET,anak sapi,Kata Benda,
pelem,PELEM,mangga,Kata Benda,
pelok,PELOK,biji mangga,Kata Benda,
pencit,PENCIT,mangga muda,Kata Benda,
pesing,PESING,bau urine,Kata Sifat,
pethak,PETHAK,putih,Kata Sifat,Krama
petheng,PETHENG,gelap,Kata Sifat,
pethit,PETHIT,ekor,Kata Benda,
pethok,PETHOK,buntal,,
pelo,PELO,cedal,,
péthét,PETHET,petik,,
pinarak,PINARAK,mampir,Kata Kerja,Krama
pindang,PINDANG,jenis ikan,Kata Benda,
pinten,PINTEN,berapa,,Krama
pinter,PINTER,"pintar, cerdas",Kata Sifat,
piranti,PIRANTI,peralatan,Kata Benda,
pisuh,PISUH,umpat,,
misuh,MISUH,mengumpat,,
pithek,PITHEK,ayam,Kata Benda,
pitu,PITU,tujuh,Kata Benda,
piyik,PIYIK,anak burung,Kata Benda,
pocung,POCUNG,"jenazah yang telah dikafani, hantu pocong",Kata Benda,
poh,POH,mangga,Kata Benda,
pohung,POHUNG,singkong,Kata Benda,
polah,POLAH,tingkah,Kata Benda,
polong,POLONG,"bunga cengkeh, pohon cengkeh",Kata Benda,
ponco,PONCO,lima,,
pongge,PONGGE,biji durian,Kata Benda,
prau,PRAU,"perahu, kapal",Kata Benda,
pring,PRING,bambu,Kata Benda,
prigel,PRIGEL,"ulet, bisa diandalkan",Kata Sifat,
pucung,PUCUNG,biji kluwak,Kata Benda,
pundhi,PUNDHI,mana,,
pupoh,PUPOH,memukul dengan kayu,Kata Kerja,
pupu,PUPU,paha,Kata Benda,
pupur,PUPUR,bedak,Kata Benda,
purun,PURUN,mau,,Krama
purwo,PURWO,"awal, permulaan",,Krama
putu,PUTU,cucu; kue putu,Kata Benda,
rabi,RABI,nikah,,
rada/radi,RADA/RADI,agak,,
rah,RAH,darah,,
rahap,RAHAP,nikmat (untuk makanan),,
rahayu,RAHAYU,"selamat, sejahtera",,
rama,RAMA,Ayah,,
rampal,RAMPAL,lepas dari tempatnya (gigi),,
randha,RANDHA,Janda,,
randhu,RANDHU,"kapuk, pohon penghasil kapuk",,
raos,RAOS,rasa,,Krama
raseksa,RASEKSA,Raksasa,,
rebab,REBAB,biola Jawa,,
rebah,REBAH,roboh,,Krama
rebat,REBAT,rebut,,Krama
rebyek,REBYEK,banyak tambahan pekerjaan yang kurang perlu,,
rega,REGA,Harga,,
reged,REGED,kotor,,
regejegan,REGEJEGAN,"bertengkar, berselisih",,
regudug,REGUDUG,bergerak bersamaan,,
rekadaya,REKADAYA,tipu muslihat,,
rekaos,REKAOS,lihat rekasa,,Krama
rekasa,REKASA,"susah, sengsara, banyak kesulitan",,
reksa,REKSA,Pelihara,,
rembug,REMBUG,musyawarah;berkumpul;huddle,,
remeng-remeng,REMENG-REMENG,samar/remang-remang,,
remes,REMES,remas,,
rena,RENA,Senang,,Krama
rencang,RENCANG,teman,,
rene,RENE,Ke sini,,
renggang,RENGGANG,tidak mepet,,
rengka,RENGKA,retak pada tanah,,
rengkuh,RENGKUH,anggap,,
rese,RESE,ikan asin (gereh),,
resek,RESEK,sampah,,
restu,RESTU,doa/ridho/diijinkan,,
ribet,RIBET,banyak hambatan,,
ridhu/reridhu,RIDHU/RERIDHU,godaan; halangan,,
rikat,RIKAT,cepat,,
rikma,RIKMA,Rambut,,Krama
rikuh,RIKUH,Sungkan,,
rikuh,RIKUH,sungkan,,
rimbang,RIMBANG,Membersihkan mata dg dikedip-kedipkan di air,,
rina,RINA,Siang,,
rindhik,RINDHIK,pelan/mengincar,,
ringkes,RINGKES,Simpel/singkat,,
ringkih,RINGKIH,lemah,,
risak,RISAK,rusak,,Krama
risak,RISAK,rusak,,Krama
rondhé,RONDHE,Minuman dari jahe,,
rosan,ROSAN,"tebu, bambu",,Krama
rucuh,RUCUH,kelapa muda yang dikerok di campur airnya dan ditambah gula Jawa,,
ruda peksa,RUDA PEKSA,"paksa, perkosa",,
rudatin,RUDATIN,"sedih, susah",,
rudatos,RUDATOS,"sedih, susah",,Krama
rujak,RUJAK,makanan yang terdiri dari berbagai macam buah dengan bumbu yangpedas,,
rujuk,RUJUK,kemabli berkumpul/bersaama,,
rukuh,RUKUH,Mukena,,
rukun,RUKUN,Akur/tidak berselisih/bersahabat,,
rumangsa,RUMANGSA,merasa dalam hati,,
rumaos,RUMAOS,merasa dalam hati,,Krama
rumat,RUMAT,pelihara,,
rukun,RUKUN,tentram,,
rundhuk,RUNDHUK,"membungkuk, mengendap-endap",,
rungkat,RUNGKAT,pohon yang roboh dengan akarnya terangkat keluar dari tanah,,
runut,RUNUT,urut dan serasi,,
rupak,RUPAK,sempit,,
ruwat,RUWAT,sebuah ritual tradisional untuk membuang sial,,
rèmèh,REMEH,sepele,,
remen,REMEN,seneng,,
resik,RESIK,bersih,,
rèncèk,RENCEK,ranting pepohonan untuk bahan bakar,,
régol,REGOL,pintu,,
saka,SAKA,Dari,,
sak upomo,SAK UPOMO,misalkan / seandainya,,
sak upo mo,SAK UPO MO,cuma nasi pak,,
saka,SAKA,tiang rumah (lihat cagak),,
sambang,SAMBANG,menjenguk,,
sambat,SAMBAT,mengeluh,,
sampyuh,SAMPYUH,mati di ke dua belah pihak dalam pertempuran,,
sampeyan,SAMPEYAN,Anda / kamu / engkau (lebih sopan),,
sanget,SANGET,sangat,,Krama
sangit,SANGIT,bau agak gosong saat menanak nasi,,
sarira,SARIRA,badan,,Krama
saru,SARU,Tidak pantas,,
saré,SARE,tidur,,Krama
sebab,SEBAB,karena,,
sedhah,SEDHAH,daun sirih,,Krama
sedheng,SEDHENG,cukup,,
sedhèrèk,SEDHEREK,saudara,,Krama
sedulur,SEDULUR,saudara; satu keluarga,,
sega,SEGA,nasi,,
segawon,SEGAWON,Anjing,,Krama
seger,SEGER,segar,,
sekar,SEKAR,bunga,,Krama
sela,SELA,longgar,,
semar,SEMAR,tokoh ponokawan,,
semrawut,SEMRAWUT,kacau,,
sembogo,SEMBOGO,semboyan / moto / slogan,,
semrinthil,SEMRINTHIL,ikut dengan senang hati/antusias,,
sendhang,SENDHANG,telaga,,
